id	targetid	site	pop	state	district	species	chr_race	latitude	longitude	miss
BH09	1896236	Bullock Road	Bullock_Rd	VIC	regional	Vandiemenella	viatica19	-36.786518	144.154465	0.0655941
BH10	1896237	Bullock Road	Bullock_Rd	VIC	regional	Vandiemenella	viatica19	-36.786518	144.154465	0.0408416
AS06	1896238	Anglesea	Anglesea	VIC	melbourne	Vandiemenella	viatica19	-38.414491	144.183676	0.0482673
AS01	1896239	Anglesea	Anglesea	VIC	melbourne	Vandiemenella	viatica19	-38.414491	144.183676	0.0445545
AS03	1896240	Anglesea	Anglesea	VIC	melbourne	Vandiemenella	viatica19	-38.414491	144.183676	0.0482673
AS09	1896241	Anglesea	Anglesea	VIC	melbourne	Vandiemenella	viatica19	-38.414491	144.183676	0.0457921
AS13	1896242	Anglesea	Anglesea	VIC	melbourne	Vandiemenella	viatica19	-38.414491	144.183676	0.0482673
AS10	1896243	Anglesea	Anglesea	VIC	melbourne	Vandiemenella	viatica19	-38.414491	144.183676	0.0420792
AS14	1896244	Anglesea	Anglesea	VIC	melbourne	Vandiemenella	viatica19	-38.414491	144.183676	0.0594059
CR01	1896245	Cranbourne Gardens	Cranbourne	VIC	melbourne	Vandiemenella	viatica19	-38.133457	145.280426	0.042698
CR02	1896246	Cranbourne Gardens	Cranbourne	VIC	melbourne	Vandiemenella	viatica19	-38.133457	145.280426	0.0532178
CR03	1896247	Cranbourne Gardens	Cranbourne	VIC	melbourne	Vandiemenella	viatica19	-38.133457	145.280426	0.0482673
CR04	1896248	Cranbourne Gardens	Cranbourne	VIC	melbourne	Vandiemenella	viatica19	-38.133457	145.280426	0.0346535
CR05	1896249	Cranbourne Gardens	Cranbourne	VIC	melbourne	Vandiemenella	viatica19	-38.133457	145.280426	0.0334158
CR08	1896250	Cranbourne Gardens	Cranbourne	VIC	melbourne	Vandiemenella	viatica19	-38.133457	145.280426	0.0389851
CR09	1896251	Cranbourne Gardens	Cranbourne	VIC	melbourne	Vandiemenella	viatica19	-38.133457	145.280426	0.0420792
LSP01	1896252	Loch Sport	Loch_Sport	VIC	regional	Vandiemenella	viatica19	-38.10546944	147.4866472	0.0779703
LSP04	1896253	Loch Sport	Loch_Sport	VIC	regional	Vandiemenella	viatica19	-38.10546944	147.4866472	0.0699257
LSP05	1896254	Loch Sport	Loch_Sport	VIC	regional	Vandiemenella	viatica19	-38.10546944	147.4866472	0.0686881
LSP06	1896255	Loch Sport	Loch_Sport	VIC	regional	Vandiemenella	viatica19	-38.10546944	147.4866472	0.0662129
LSP07	1896256	Loch Sport	Loch_Sport	VIC	regional	Vandiemenella	viatica19	-38.10546944	147.4866472	0.0717822
LSP08	1896257	Loch Sport	Loch_Sport	VIC	regional	Vandiemenella	viatica19	-38.10546944	147.4866472	0.0748762
LSP09	1896258	Loch Sport	Loch_Sport	VIC	regional	Vandiemenella	viatica19	-38.10546944	147.4866472	0.0674505
MOR01	1896259	Moormurng Flora and Fauna Reserve	Moormurng	VIC	regional	Vandiemenella	viatica19	-37.89971111	147.4851389	0.0866337
TR01	1896260	Temple Ridge & Bailey Gully Reserve	Temple_Ridge	VIC	melbourne	Vandiemenella	viatica19	-37.650813	145.192399	0.0309406
TR02	1896261	Temple Ridge & Bailey Gully Reserve	Temple_Ridge	VIC	melbourne	Vandiemenella	viatica19	-37.650813	145.192399	0.0383663
TR03	1896262	Temple Ridge & Bailey Gully Reserve	Temple_Ridge	VIC	melbourne	Vandiemenella	viatica19	-37.650813	145.192399	0.032797
CBT01	1896263	Coles Bay	Coles_Bay	TAS	TAS	Vandiemenella	viatica19	-42.091503	148.243457	0.0631188
CBT02	1896264	Coles Bay	Coles_Bay	TAS	TAS	Vandiemenella	viatica19	-42.091503	148.243457	0.0711634
CBT06	1896265	Coles Bay	Coles_Bay	TAS	TAS	Vandiemenella	viatica19	-42.091503	148.243457	0.0655941
CBT07	1896266	Coles Bay	Coles_Bay	TAS	TAS	Vandiemenella	viatica19	-42.091503	148.243457	0.0575495
CBT04	1896267	Coles Bay	Coles_Bay	TAS	TAS	Vandiemenella	viatica19	-42.091503	148.243457	0.0637376
CBT09	1896268	Coles Bay	Coles_Bay	TAS	TAS	Vandiemenella	viatica19	-42.091503	148.243457	0.0587871
CBT12	1896269	Coles Bay	Coles_Bay	TAS	TAS	Vandiemenella	viatica19	-42.091503	148.243457	0.0637376
FB01	1896270	Friendly Beaches	Friendly_Bch	TAS	TAS	Vandiemenella	viatica19	-41.994045	148.28045	0.0662129
FB02	1896271	Friendly Beaches	Friendly_Bch	TAS	TAS	Vandiemenella	viatica19	-41.994045	148.28045	0.0680693
BB01	1896272	Binalong Bay Beach	Binalong_Bay	TAS	TAS	Vandiemenella	viatica19	-41.246931	148.29463	0.0767327
BB02	1896273	Binalong Bay Beach	Binalong_Bay	TAS	TAS	Vandiemenella	viatica19	-41.246931	148.29463	0.0748762
NAR01	1896274	Narawntapu	Narawntapu	TAS	TAS	Vandiemenella	viatica19	-41.135526	146.626675	0.0711634
NAR02	1896275	Narawntapu	Narawntapu	TAS	TAS	Vandiemenella	viatica19	-41.135526	146.626675	0.0705446
NAR03	1896276	Narawntapu	Narawntapu	TAS	TAS	Vandiemenella	viatica19	-41.135526	146.626675	0.0680693
NAR04	1896277	Narawntapu	Narawntapu	TAS	TAS	Vandiemenella	viatica19	-41.135526	146.626675	0.0767327
NAR06	1896278	Narawntapu	Narawntapu	TAS	TAS	Vandiemenella	viatica19	-41.135526	146.626675	0.0711634
NAR07	1896279	Narawntapu	Narawntapu	TAS	TAS	Vandiemenella	viatica19	-41.135526	146.626675	0.0655941
NAR08	1896280	Narawntapu	Narawntapu	TAS	TAS	Vandiemenella	viatica19	-41.135526	146.626675	0.0699257
SCB01	1896281	Swimcart Beach	Swimcart_Beach	TAS	TAS	Vandiemenella	viatica19	-41.2314	148.28392	0.075495
SCB02	1896282	Swimcart Beach	Swimcart_Beach	TAS	TAS	Vandiemenella	viatica19	-41.2314	148.28392	0.0816832
SCVV2	1896284	Swimcart Beach	Swimcart_Beach	TAS	TAS	Vandiemenella	viatica19	-41.2314	148.28392	0.0711634
SCVV5	1896287	Swimcart Beach	Swimcart_Beach	TAS	TAS	Vandiemenella	viatica19	-41.2314	148.28392	0.0785891
AL09	1896289	Aldinga Beach	Aldinga_Bch	SA	SA	Vandiemenella	P24XO	-35.28934	138.445869	0.049505
AL13	1896292	Aldinga Beach	Aldinga_Bch	SA	SA	Vandiemenella	P24XO	-35.28934	138.445869	0.0569307
AL14	1896293	Aldinga Beach	Aldinga_Bch	SA	SA	Vandiemenella	P24XO	-35.28934	138.445869	0.052599
ML04	1896296	Melrose	Melrose	SA	SA	Vandiemenella	P24XO	-32.81857	138.187403	0.0532178
ML11	1896299	Melrose	Melrose	SA	SA	Vandiemenella	P24XO	-32.81857	138.187403	0.049505
TG16	1896311	Telowie Gorge Conservation Park	Telowie_Gg	SA	SA	Vandiemenella	P24XO	-33.025312	138.089009	0.0519802
SL05	1896312	SugarLoaf Hill	Sugarloaf	SA	SA	Vandiemenella	viatica17	-36.033191	140.333153	0.0402228
5950	2751501	20 km N of Ouyen	Ouyen_N	VIC	regional	Vandiemenella	P50	-34.893899	142.302501	0.225866
5830	2751502	20 km N of Ouyen	Ouyen_N	VIC	regional	Vandiemenella	P50	-34.893899	142.302501	0.211015
6088	2751503	20 km N of Ouyen	Ouyen_N	VIC	regional	Vandiemenella	P50	-34.893899	142.302501	0.222153
6749	2751505	20 km N of Ouyen	Ouyen_N	VIC	regional	Vandiemenella	P50	-34.893899	142.302501	0.218441
8383	2751506	East of Sedan	Sedan_E	SA	SA	Vandiemenella	P50	-34.5746	139.4763	0.247525
8258	2751507	Sanderston	Sanderston	SA	SA	Vandiemenella	P50	-34.7545	139.2181	0.0742574
8651	2751509	Sanderston	Sanderston	SA	SA	Vandiemenella	P50	-34.7545	139.2181	0.0625
8273	2751510	6.6 km N Port Germein	Pt_Germein1	SA	SA	Vandiemenella	P24XO/P45bXO	-32.986819	138.068489	0.0507426
8434	2751511	6.6 km N Port Germein	Pt_Germein1	SA	SA	Vandiemenella	P24XO/P45bXO	-32.986819	138.068489	0.0532178
8499	2751512	6.6 km N Port Germein	Pt_Germein1	SA	SA	Vandiemenella	P24XO/P45bXO	-32.986819	138.068489	0.0470297
8454	2751513	6.6 km N Port Germein	Pt_Germein1	SA	SA	Vandiemenella	P24XO/P45bXO	-32.986819	138.068489	0.0507426
8453	2751514	6.6 km N Port Germein	Pt_Germein1	SA	SA	Vandiemenella	P24XO/P45bXO	-32.986819	138.068489	0.0501238
8386	2751515	Port Germein2	Pt_Germein2	SA	SA	Vandiemenella	P24XO/P45bXO	-33.026346	138.005984	0.0544554
8261	2751516	Port Germein2	Pt_Germein2	SA	SA	Vandiemenella	P24XO/P45bXO	-33.026346	138.005984	0.0563119
8344	2751517	Port Germein t2	Pt_Germein3	SA	SA	Vandiemenella	P24XO/P45bXO	-32.990268	138.045082	0.0612624
8183	2751518	Port Germein t2	Pt_Germein3	SA	SA	Vandiemenella	P24XO/P45bXO	-32.990268	138.045082	0.0600248
8459	2751519	Port Germein t2	Pt_Germein3	SA	SA	Vandiemenella	P24XO/P45bXO	-32.990268	138.045082	0.0464109
8455	2751520	Port Germein t2	Pt_Germein3	SA	SA	Vandiemenella	P24XO/P45bXO	-32.990268	138.045082	0.052599
8461	2751521	Port Germein t2	Pt_Germein3	SA	SA	Vandiemenella	P24XO/P45bXO	-32.990268	138.045082	0.0643564
8467	2751522	Port Germein t3	Pt_Germein4	SA	SA	Vandiemenella	P24XO/P45bXO	-32.98627	138.080917	0.049505
8489	2751523	Port Germein t3	Pt_Germein4	SA	SA	Vandiemenella	P24XO/P45bXO	-32.98627	138.080917	0.0457921
